geneids	refseqids
TcCLB.506627.20	XP_810978
TcCLB.506627.40	XP_810979
TcCLB.506627.50	XP_810980
TcCLB.506627.60	XP_810981
TcCLB.506627.70	XP_810982
TcCLB.506627.80	XP_810983
TcCLB.506627.90	XP_810985
TcCLB.506629.10	XP_816574
TcCLB.506629.100	XP_816583
TcCLB.506629.110	XP_816584
TcCLB.506629.120	XP_816585
TcCLB.506629.130	XP_816586
TcCLB.506629.140	XP_816587
TcCLB.506629.150	XP_816588
TcCLB.506629.160	XP_816589
TcCLB.506629.170	XP_816590
TcCLB.506629.180	XP_816591
TcCLB.506629.190	XP_816592
TcCLB.506629.20	XP_816575
TcCLB.506629.200	XP_816593
TcCLB.506629.210	XP_816594
TcCLB.506629.220	XP_816595
TcCLB.506629.240	XP_816596
TcCLB.506629.30	XP_816576
TcCLB.506629.40	XP_816577
TcCLB.506629.50	XP_816578
TcCLB.506629.60	XP_816579
TcCLB.506629.70	XP_816580
TcCLB.506629.80	XP_816581
TcCLB.506629.90	XP_816582
TcCLB.506631.10	XP_806231
TcCLB.506631.20	XP_806232
TcCLB.506631.30	XP_806233
TcCLB.506631.40	XP_806234
TcCLB.506631.50	XP_806235
TcCLB.506633.10	XP_810755
TcCLB.506633.100	XP_810760
TcCLB.506633.109	XP_810761
TcCLB.506633.20	XP_810756
TcCLB.506633.30	XP_810757
TcCLB.506633.80	XP_810758
TcCLB.506633.90	XP_810759
TcCLB.506635.100	XP_814259
TcCLB.506635.104	XP_814264
TcCLB.506635.110	XP_814260
TcCLB.506635.120	XP_814261
TcCLB.506635.130	XP_814262
TcCLB.506635.20	XP_814251
TcCLB.506635.30	XP_814252
TcCLB.506635.40	XP_814253
TcCLB.506635.44	XP_814263
TcCLB.506635.50	XP_814254
TcCLB.506635.60	XP_814255
TcCLB.506635.70	XP_814256
TcCLB.506635.80	XP_814257
TcCLB.506635.90	XP_814258
TcCLB.506637.10	XP_812249
TcCLB.506637.100	XP_812258
TcCLB.506637.110	XP_812259
TcCLB.506637.120	XP_812260
TcCLB.506637.20	XP_812250
TcCLB.506637.30	XP_812251
TcCLB.506637.40	XP_812252
TcCLB.506637.50	XP_812253
TcCLB.506637.60	XP_812254
TcCLB.506637.70	XP_812255
TcCLB.506637.80	XP_812256
TcCLB.506637.90	XP_812257
TcCLB.506641.9	XP_802877
TcCLB.506643.10	XP_803247
TcCLB.506645.9	XP_804417
TcCLB.506647.10	XP_805187
TcCLB.506647.20	XP_805188
TcCLB.506649.10	XP_812630
TcCLB.506649.100	XP_812639
TcCLB.506649.110	XP_812640
TcCLB.506649.20	XP_812631
TcCLB.506649.30	XP_812632
TcCLB.506649.4	XP_812642
TcCLB.506649.40	XP_812633
TcCLB.506649.50	XP_812634
TcCLB.506649.60	XP_812635
TcCLB.506649.64	XP_812641
TcCLB.506649.70	XP_812636
TcCLB.506649.80	XP_812637
TcCLB.506649.90	XP_812638
TcCLB.506651.9	XP_803055
TcCLB.506653.10	XP_804819
TcCLB.506655.7	XP_803001
TcCLB.506657.10	XP_809126
TcCLB.506657.20	XP_809127
TcCLB.506657.30	XP_809128
TcCLB.506657.40	XP_809129
TcCLB.506657.70	XP_809130
TcCLB.506657.79	XP_809131
TcCLB.506657.88	XP_809132
TcCLB.506659.10	XP_809477
TcCLB.506659.20	XP_809478
TcCLB.506659.30	XP_809479
TcCLB.506659.35	XP_809481
TcCLB.506659.39	XP_809480
TcCLB.506661.10	XP_813970
TcCLB.506661.100	XP_813979
TcCLB.506661.110	XP_813980
TcCLB.506661.120	XP_813981
TcCLB.506661.130	XP_813982
TcCLB.506661.140	XP_813983
TcCLB.506661.150	XP_813984
TcCLB.506661.160	XP_813985
TcCLB.506661.170	XP_813986
TcCLB.506661.20	XP_813971
TcCLB.506661.30	XP_813972
TcCLB.506661.40	XP_813973
TcCLB.506661.50	XP_813974
TcCLB.506661.60	XP_813975
TcCLB.506661.70	XP_813976
TcCLB.506661.80	XP_813977
TcCLB.506661.90	XP_813978
TcCLB.506665.10	XP_803230
TcCLB.506665.20	XP_803231
TcCLB.506665.30	XP_803232
TcCLB.506667.10	XP_815505
TcCLB.506667.120	XP_815512
TcCLB.506667.140	XP_815513
TcCLB.506667.160	XP_815514
TcCLB.506667.170	XP_815515
TcCLB.506667.180	XP_815516
TcCLB.506667.20	XP_815506
TcCLB.506667.30	XP_815507
TcCLB.506667.40	XP_815508
TcCLB.506667.70	XP_815509
TcCLB.506667.80	XP_815510
TcCLB.506667.90	XP_815511
TcCLB.506669.10	XP_804692
TcCLB.506669.4	XP_804693
TcCLB.506671.10	XP_813526
TcCLB.506671.70	XP_813527
TcCLB.506671.90	XP_813528
TcCLB.506673.10	XP_809928
TcCLB.506673.20	XP_809929
TcCLB.506673.30	XP_809930
TcCLB.506673.40	XP_809931
TcCLB.506673.50	XP_809932
TcCLB.506673.60	XP_809933
TcCLB.506673.69	XP_809934
TcCLB.506675.110	XP_814459
TcCLB.506675.70	XP_814458
TcCLB.506677.10	XP_804053
TcCLB.506677.20	XP_804054
TcCLB.506677.30	XP_804055
TcCLB.506677.39	XP_804056
TcCLB.506677.4	XP_804057
TcCLB.506679.10	XP_820031
TcCLB.506679.100	XP_820037
TcCLB.506679.110	XP_820038
TcCLB.506679.120	XP_820039
TcCLB.506679.130	XP_820040
TcCLB.506679.140	XP_820041
TcCLB.506679.150	XP_820042
TcCLB.506679.160	XP_820043
TcCLB.506679.170	XP_820044
TcCLB.506679.180	XP_820045
TcCLB.506679.190	XP_820046
TcCLB.506679.20	XP_820033
TcCLB.506679.200	XP_820047
TcCLB.506679.210	XP_820048
TcCLB.506679.220	XP_820049
TcCLB.506679.230	XP_820050
TcCLB.506679.240	XP_820051
TcCLB.506679.250	XP_820052
TcCLB.506679.260	XP_820053
TcCLB.506679.270	XP_820054
TcCLB.506679.280	XP_820055
TcCLB.506679.30	XP_820035
TcCLB.506679.40	XP_820028
TcCLB.506679.50	XP_820029
TcCLB.506679.60	XP_820030
TcCLB.506679.70	XP_820032
TcCLB.506679.80	XP_820034
TcCLB.506679.90	XP_820036
TcCLB.506679.94	XP_820056
TcCLB.506681.10	XP_811157
TcCLB.506681.20	XP_811158
TcCLB.506681.24	XP_811164
TcCLB.506681.30	XP_811159
TcCLB.506681.40	XP_811160
TcCLB.506681.50	XP_811161
TcCLB.506681.60	XP_811162
TcCLB.506681.70	XP_811163
TcCLB.506683.110	XP_819381
TcCLB.506683.180	XP_819382
TcCLB.506683.190	XP_819383
TcCLB.506683.240	XP_819384
TcCLB.506683.30	XP_819380
TcCLB.506685.10	XP_808151
TcCLB.506685.20	XP_808152
TcCLB.506685.30	XP_808153
TcCLB.506685.40	XP_808154
TcCLB.506685.50	XP_808155
TcCLB.506691.14	XP_810928
TcCLB.506691.22	XP_810929
TcCLB.506691.30	XP_810920
TcCLB.506691.40	XP_810921
TcCLB.506691.50	XP_810922
TcCLB.506691.60	XP_810923
TcCLB.506691.64	XP_810927
TcCLB.506691.70	XP_810924
TcCLB.506691.80	XP_810925
TcCLB.506691.90	XP_810926
TcCLB.506693.10	XP_806016
TcCLB.506693.20	XP_806017
TcCLB.506693.30	XP_806018
TcCLB.506693.4	XP_806021
TcCLB.506693.40	XP_806019
TcCLB.506693.50	XP_806020
TcCLB.506693.7	XP_806022
TcCLB.506695.10	XP_806782
TcCLB.506695.20	XP_806783
TcCLB.506695.30	XP_806784
TcCLB.506695.4	XP_806787
TcCLB.506695.40	XP_806785
TcCLB.506695.49	XP_806786
TcCLB.506695.7	XP_806788
TcCLB.506697.10	XP_808844
TcCLB.506697.20	XP_808845
TcCLB.506697.30	XP_808846
TcCLB.506697.40	XP_808847
TcCLB.506697.50	XP_808848
TcCLB.506697.60	XP_808849
TcCLB.506697.70	XP_808850
TcCLB.506697.80	XP_808851
TcCLB.506699.10	XP_805091
TcCLB.506699.3	XP_805095
TcCLB.506699.40	XP_805092
TcCLB.506699.6	XP_805093
TcCLB.506699.9	XP_805094
TcCLB.506701.10	XP_804524
TcCLB.506701.20	XP_804525
TcCLB.506701.29	XP_804526
TcCLB.506703.10	XP_812336
TcCLB.506703.110	XP_812340
TcCLB.506703.120	XP_812341
TcCLB.506703.140	XP_812342
TcCLB.506703.153	XP_812343
TcCLB.506703.20	XP_812337
TcCLB.506703.50	XP_812338
TcCLB.506703.90	XP_812339
TcCLB.506705.10	XP_807280
TcCLB.506705.20	XP_807281
TcCLB.506705.30	XP_807282
TcCLB.506705.40	XP_807283
TcCLB.506705.50	XP_807284
TcCLB.506705.60	XP_807285
TcCLB.506705.70	XP_807286
TcCLB.506709.10	XP_806683
TcCLB.506709.20	XP_806684
TcCLB.506709.30	XP_806685
TcCLB.506709.40	XP_806686
TcCLB.506709.50	XP_806687
TcCLB.506711.10	XP_804951
TcCLB.506711.30	XP_804952
TcCLB.506711.4	XP_804953
TcCLB.506713.10	XP_808663
TcCLB.506713.14	XP_808667
TcCLB.506713.20	XP_808664
TcCLB.506713.24	XP_808668
TcCLB.506713.30	XP_808665
TcCLB.506713.40	XP_808666
TcCLB.506713.80	XP_808669
TcCLB.506715.10	XP_805870
TcCLB.506715.20	XP_805871
TcCLB.506715.30	XP_805872
TcCLB.506715.40	XP_805873
TcCLB.506715.44	XP_805875
TcCLB.506715.50	XP_805874
TcCLB.506715.59	XP_805876
TcCLB.506717.10	XP_818961
TcCLB.506717.20	XP_818962
TcCLB.506717.200	XP_818964
TcCLB.506717.240	XP_818965
TcCLB.506717.4	XP_818966
TcCLB.506717.80	XP_818963
TcCLB.506719.10	XP_804543
TcCLB.506721.10	XP_809995
TcCLB.506721.20	XP_809992
TcCLB.506721.30	XP_809993
TcCLB.506721.50	XP_809994
TcCLB.506723.10	XP_807475
TcCLB.506723.20	XP_807476
TcCLB.506723.30	XP_807477
TcCLB.506725.10	XP_810912
TcCLB.506725.20	XP_810913
TcCLB.506725.30	XP_810914
TcCLB.506725.40	XP_810915
TcCLB.506725.50	XP_810916
TcCLB.506725.60	XP_810917
TcCLB.506725.70	XP_810918
TcCLB.506725.80	XP_810919
TcCLB.506727.10	XP_811425
TcCLB.506727.100	XP_811434
TcCLB.506727.110	XP_811435
TcCLB.506727.120	XP_811436
TcCLB.506727.130	XP_811437
TcCLB.506727.140	XP_811438
TcCLB.506727.150	XP_811439
TcCLB.506727.20	XP_811426
TcCLB.506727.30	XP_811427
TcCLB.506727.4	XP_811440
TcCLB.506727.40	XP_811428
TcCLB.506727.50	XP_811429
TcCLB.506727.60	XP_811430
TcCLB.506727.70	XP_811431
TcCLB.506727.80	XP_811432
TcCLB.506727.90	XP_811433
TcCLB.506729.20	XP_809442
TcCLB.506729.30	XP_809443
TcCLB.506729.40	XP_809444
TcCLB.506729.50	XP_809445
TcCLB.506729.70	XP_809446
TcCLB.506729.80	XP_809447
TcCLB.506729.9	XP_809449
TcCLB.506729.90	XP_809448
TcCLB.506731.10	XP_802886
TcCLB.506733.10	XP_814171
TcCLB.506733.100	XP_814180
TcCLB.506733.110	XP_814181
TcCLB.506733.120	XP_814182
TcCLB.506733.130	XP_814183
TcCLB.506733.140	XP_814184
TcCLB.506733.20	XP_814172
TcCLB.506733.30	XP_814173
TcCLB.506733.40	XP_814174
TcCLB.506733.50	XP_814175
TcCLB.506733.60	XP_814176
TcCLB.506733.70	XP_814177
TcCLB.506733.80	XP_814178
TcCLB.506733.90	XP_814179
TcCLB.506735.10	XP_811609
TcCLB.506735.20	XP_811610
TcCLB.506735.30	XP_811611
TcCLB.506735.40	XP_811612
TcCLB.506735.50	XP_811613
TcCLB.506735.60	XP_811614
TcCLB.506735.70	XP_811615
TcCLB.506735.80	XP_811616
TcCLB.506737.10	XP_813571
TcCLB.506737.100	XP_813579
TcCLB.506737.114	XP_813581
TcCLB.506737.128	XP_813582
TcCLB.506737.140	XP_813580
TcCLB.506737.161	XP_813583
TcCLB.506737.20	XP_813572
TcCLB.506737.30	XP_813573
TcCLB.506737.40	XP_813574
TcCLB.506737.50	XP_813575
TcCLB.506737.60	XP_813576
TcCLB.506737.70	XP_813577
TcCLB.506737.90	XP_813578
TcCLB.506739.10	XP_817054
TcCLB.506739.110	XP_817063
TcCLB.506739.120	XP_817064
TcCLB.506739.130	XP_817065
TcCLB.506739.140	XP_817066
TcCLB.506739.150	XP_817067
TcCLB.506739.160	XP_817068
TcCLB.506739.170	XP_817069
TcCLB.506739.180	XP_817070
TcCLB.506739.190	XP_817071
TcCLB.506739.20	XP_817055
TcCLB.506739.200	XP_817072
TcCLB.506739.209	XP_817074
TcCLB.506739.30	XP_817056
TcCLB.506739.40	XP_817057
TcCLB.506739.50	XP_817058
TcCLB.506739.60	XP_817059
TcCLB.506739.70	XP_817060
TcCLB.506739.80	XP_817061
TcCLB.506739.90	XP_817062
TcCLB.506739.99	XP_817073
TcCLB.506741.100	XP_815842
TcCLB.506741.110	XP_815843
TcCLB.506741.120	XP_815844
TcCLB.506741.130	XP_815845
TcCLB.506741.140	XP_815846
TcCLB.506741.50	XP_815838
TcCLB.506741.60	XP_815839
TcCLB.506741.80	XP_815840
TcCLB.506741.90	XP_815841
TcCLB.506743.10	XP_816336
TcCLB.506743.100	XP_816342
TcCLB.506743.110	XP_816343
TcCLB.506743.120	XP_816344
TcCLB.506743.130	XP_816345
TcCLB.506743.140	XP_816346
TcCLB.506743.150	XP_816347
TcCLB.506743.160	XP_816348
TcCLB.506743.170	XP_816349
TcCLB.506743.180	XP_816350
TcCLB.506743.190	XP_816351
TcCLB.506743.20	XP_816337
TcCLB.506743.200	XP_816352
TcCLB.506743.210	XP_816353
TcCLB.506743.220	XP_816354
TcCLB.506743.30	XP_816338
TcCLB.506743.4	XP_816356
TcCLB.506743.60	XP_816339
TcCLB.506743.69	XP_816355
TcCLB.506743.80	XP_816340
TcCLB.506743.90	XP_816341
TcCLB.506745.10	XP_804502
TcCLB.506745.20	XP_804503
TcCLB.506745.30	XP_804504
TcCLB.506745.4	XP_804505
TcCLB.506747.20	XP_804896
TcCLB.506747.30	XP_804897
TcCLB.506749.10	XP_804907
TcCLB.506749.20	XP_804908
TcCLB.506749.30	XP_804909
TcCLB.506751.100	XP_812547
TcCLB.506751.50	XP_812546
TcCLB.506753.100	XP_815375
TcCLB.506753.110	XP_815376
TcCLB.506753.120	XP_815377
TcCLB.506753.130	XP_815378
TcCLB.506753.140	XP_815379
TcCLB.506753.150	XP_815380
TcCLB.506753.160	XP_815381
TcCLB.506753.164	XP_815390
TcCLB.506753.170	XP_815382
TcCLB.506753.180	XP_815383
TcCLB.506753.190	XP_815384
TcCLB.506753.200	XP_815385
TcCLB.506753.210	XP_815386
TcCLB.506753.220	XP_815387
TcCLB.506753.230	XP_815388
TcCLB.506753.240	XP_815389
TcCLB.506753.249	XP_815391
TcCLB.506753.30	XP_815368
TcCLB.506753.40	XP_815369
TcCLB.506753.50	XP_815370
TcCLB.506753.60	XP_815371
TcCLB.506753.70	XP_815372
TcCLB.506753.80	XP_815373
TcCLB.506753.90	XP_815374
TcCLB.506755.10	XP_818741
TcCLB.506755.100	XP_818750
TcCLB.506755.110	XP_818751
TcCLB.506755.120	XP_818752
TcCLB.506755.130	XP_818753
TcCLB.506755.140	XP_818754
TcCLB.506755.150	XP_818755
TcCLB.506755.160	XP_818756
TcCLB.506755.170	XP_818757
TcCLB.506755.180	XP_818758
TcCLB.506755.190	XP_818759
TcCLB.506755.20	XP_818742
TcCLB.506755.200	XP_818760
TcCLB.506755.210	XP_818761
TcCLB.506755.220	XP_818762
TcCLB.506755.230	XP_818763
TcCLB.506755.240	XP_818764
TcCLB.506755.250	XP_818765
TcCLB.506755.260	XP_818766
TcCLB.506755.270	XP_818767
TcCLB.506755.279	XP_818769
TcCLB.506755.30	XP_818743
TcCLB.506755.40	XP_818744
TcCLB.506755.5	XP_818770
TcCLB.506755.50	XP_818745
TcCLB.506755.60	XP_818746
TcCLB.506755.70	XP_818747
TcCLB.506755.74	XP_818768
TcCLB.506755.80	XP_818748
TcCLB.506755.90	XP_818749
TcCLB.506757.10	XP_816552
TcCLB.506757.120	XP_816558
TcCLB.506757.150	XP_816559
TcCLB.506757.20	XP_816553
TcCLB.506757.30	XP_816554
TcCLB.506757.50	XP_816555
TcCLB.506757.60	XP_816556
TcCLB.506757.90	XP_816557
TcCLB.506759.10	XP_815010
TcCLB.506759.140	XP_815016
TcCLB.506759.160	XP_815017
TcCLB.506759.170	XP_815018
TcCLB.506759.20	XP_815011
TcCLB.506759.210	XP_815019
TcCLB.506759.220	XP_815020
TcCLB.506759.230	XP_815021
TcCLB.506759.40	XP_815012
TcCLB.506759.50	XP_815013
TcCLB.506759.70	XP_815014
TcCLB.506759.80	XP_815015
TcCLB.506761.11	XP_808250
TcCLB.506761.19	XP_808249
TcCLB.506761.47	XP_808248
TcCLB.506763.110	XP_819719
TcCLB.506763.130	XP_819720
TcCLB.506763.140	XP_819721
TcCLB.506763.150	XP_819722
TcCLB.506763.160	XP_819723
TcCLB.506763.190	XP_819724
TcCLB.506763.210	XP_819725
TcCLB.506763.260	XP_819726
TcCLB.506763.280	XP_819727
TcCLB.506763.290	XP_819728
TcCLB.506763.30	XP_819715
TcCLB.506763.330	XP_819729
TcCLB.506763.340	XP_819730
TcCLB.506763.370	XP_819731
TcCLB.506763.40	XP_819716
TcCLB.506763.50	XP_819717
TcCLB.506763.80	XP_819718
TcCLB.506765.40	XP_811521
TcCLB.506765.43	XP_811524
TcCLB.506765.49	XP_811526
TcCLB.506765.50	XP_811522
TcCLB.506765.74	XP_811525
TcCLB.506765.80	XP_811523
TcCLB.506767.110	XP_820684
TcCLB.506767.130	XP_820685
TcCLB.506767.140	XP_820686
TcCLB.506767.220	XP_820687
TcCLB.506767.230	XP_820688
TcCLB.506767.240	XP_820689
TcCLB.506767.324	XP_820694
TcCLB.506767.340	XP_820690
TcCLB.506767.360	XP_820691
TcCLB.506767.40	XP_820679
TcCLB.506767.400	XP_820692
TcCLB.506767.410	XP_820693
TcCLB.506767.5	XP_820695
TcCLB.506767.50	XP_820680
TcCLB.506767.70	XP_820681
TcCLB.506767.80	XP_820682
TcCLB.506767.90	XP_820683
TcCLB.506769.10	XP_812829
TcCLB.506769.120	XP_812837
TcCLB.506769.20	XP_812830
TcCLB.506769.30	XP_812831
TcCLB.506769.40	XP_812832
TcCLB.506769.50	XP_812833
TcCLB.506769.55	XP_812838
TcCLB.506769.70	XP_812834
TcCLB.506769.80	XP_812835
TcCLB.506769.90	XP_812836
TcCLB.506771.18	XP_803090
TcCLB.506771.9	XP_803089
TcCLB.506773.10	XP_816597
TcCLB.506773.100	XP_816605
TcCLB.506773.104	XP_816615
TcCLB.506773.110	XP_816606
TcCLB.506773.120	XP_816607
TcCLB.506773.130	XP_816608
TcCLB.506773.140	XP_816609
TcCLB.506773.150	XP_816610
TcCLB.506773.160	XP_816611
TcCLB.506773.170	XP_816612
TcCLB.506773.180	XP_816613
TcCLB.506773.20	XP_816598
TcCLB.506773.30	XP_816599
TcCLB.506773.40	XP_816600
TcCLB.506773.44	XP_816614
TcCLB.506773.50	XP_816601
TcCLB.506773.70	XP_816602
TcCLB.506773.80	XP_816603
TcCLB.506773.90	XP_816604
TcCLB.506775.100	XP_816976
TcCLB.506775.110	XP_816977
TcCLB.506775.130	XP_816978
TcCLB.506775.14	XP_816985
TcCLB.506775.140	XP_816979
TcCLB.506775.150	XP_816980
TcCLB.506775.160	XP_816981
TcCLB.506775.170	XP_816982
TcCLB.506775.180	XP_816983
TcCLB.506775.190	XP_816984
TcCLB.506775.22	XP_816986
TcCLB.506775.30	XP_816969
TcCLB.506775.40	XP_816970
TcCLB.506775.50	XP_816971
TcCLB.506775.60	XP_816972
TcCLB.506775.70	XP_816973
TcCLB.506775.80	XP_816974
TcCLB.506775.90	XP_816975
TcCLB.506777.10	XP_811967
TcCLB.506777.100	XP_811976
TcCLB.506777.110	XP_811977
TcCLB.506777.120	XP_811978
TcCLB.506777.20	XP_811968
TcCLB.506777.24	XP_811980
TcCLB.506777.30	XP_811969
TcCLB.506777.40	XP_811970
TcCLB.506777.50	XP_811971
TcCLB.506777.60	XP_811972
TcCLB.506777.64	XP_811979
TcCLB.506777.70	XP_811973
TcCLB.506777.80	XP_811974
TcCLB.506777.90	XP_811975
TcCLB.506779.10	XP_815534
TcCLB.506779.100	XP_815541
TcCLB.506779.110	XP_815542
TcCLB.506779.120	XP_815543
TcCLB.506779.130	XP_815544
TcCLB.506779.140	XP_815545
TcCLB.506779.150	XP_815546
TcCLB.506779.160	XP_815547
TcCLB.506779.170	XP_815548
TcCLB.506779.180	XP_815549
TcCLB.506779.190	XP_815550
TcCLB.506779.20	XP_815535
TcCLB.506779.44	XP_815551
TcCLB.506779.50	XP_815536
TcCLB.506779.60	XP_815537
TcCLB.506779.70	XP_815538
TcCLB.506779.80	XP_815539
TcCLB.506779.90	XP_815540
TcCLB.506781.10	XP_811689
TcCLB.506781.19	XP_811692
TcCLB.506781.30	XP_811690
TcCLB.506781.39	XP_811693
TcCLB.506781.50	XP_811691
TcCLB.506783.30	XP_807234
TcCLB.506783.39	XP_807235
TcCLB.506785.14	XP_805487
TcCLB.506785.30	XP_805486
TcCLB.506785.46	XP_805488
TcCLB.506787.9	XP_804843
TcCLB.506789.11	XP_819935
TcCLB.506789.110	XP_819911
TcCLB.506789.120	XP_819912
TcCLB.506789.130	XP_819913
TcCLB.506789.140	XP_819914
TcCLB.506789.150	XP_819915
TcCLB.506789.160	XP_819916
TcCLB.506789.170	XP_819917
TcCLB.506789.180	XP_819918
TcCLB.506789.190	XP_819919
TcCLB.506789.20	XP_819907
TcCLB.506789.200	XP_819920
TcCLB.506789.210	XP_819921
TcCLB.506789.220	XP_819922
TcCLB.506789.230	XP_819923
TcCLB.506789.240	XP_819924
TcCLB.506789.249	XP_819933
TcCLB.506789.260	XP_819925
TcCLB.506789.270	XP_819926
TcCLB.506789.280	XP_819927
TcCLB.506789.290	XP_819928
TcCLB.506789.30	XP_819908
TcCLB.506789.300	XP_819929
TcCLB.506789.310	XP_819930
TcCLB.506789.330	XP_819931
TcCLB.506789.334	XP_819934
TcCLB.506789.340	XP_819932
TcCLB.506789.352	XP_819936
TcCLB.506789.40	XP_819909
TcCLB.506789.50	XP_819910
TcCLB.506791.10	XP_812221
TcCLB.506791.20	XP_812222
TcCLB.506791.30	XP_812223
TcCLB.506791.50	XP_812224
TcCLB.506791.60	XP_812225
TcCLB.506791.70	XP_812226
TcCLB.506791.79	XP_812227
TcCLB.506793.100	XP_812430
TcCLB.506793.20	XP_812422
TcCLB.506793.30	XP_812423
TcCLB.506793.40	XP_812424
TcCLB.506793.50	XP_812425
TcCLB.506793.60	XP_812426
TcCLB.506793.70	XP_812427
TcCLB.506793.80	XP_812428
TcCLB.506793.90	XP_812429
TcCLB.506795.10	XP_811281
TcCLB.506795.100	XP_811289
TcCLB.506795.20	XP_811282
TcCLB.506795.29	XP_811291
TcCLB.506795.40	XP_811283
TcCLB.506795.44	XP_811290
TcCLB.506795.50	XP_811284
TcCLB.506795.60	XP_811285
TcCLB.506795.70	XP_811286
TcCLB.506795.80	XP_811287
TcCLB.506795.90	XP_811288
TcCLB.506797.10	XP_811206
TcCLB.506797.100	XP_811215
TcCLB.506797.110	XP_811216
TcCLB.506797.120	XP_811217
TcCLB.506797.20	XP_811207
TcCLB.506797.30	XP_811208
TcCLB.506797.40	XP_811209
TcCLB.506797.50	XP_811210
TcCLB.506797.60	XP_811211
TcCLB.506797.70	XP_811212
TcCLB.506797.80	XP_811213
TcCLB.506797.90	XP_811214
TcCLB.506799.10	XP_813558
TcCLB.506799.100	XP_813563
TcCLB.506799.110	XP_813564
TcCLB.506799.120	XP_813565
TcCLB.506799.130	XP_813566
TcCLB.506799.20	XP_813559
TcCLB.506799.30	XP_813560
TcCLB.506799.40	XP_813561
TcCLB.506799.50	XP_813562
TcCLB.506801.100	XP_813687
TcCLB.506801.110	XP_813688
TcCLB.506801.120	XP_813689
TcCLB.506801.129	XP_813690
TcCLB.506801.20	XP_813680
TcCLB.506801.30	XP_813681
TcCLB.506801.40	XP_813682
TcCLB.506801.60	XP_813683
TcCLB.506801.70	XP_813684
TcCLB.506801.80	XP_813685
TcCLB.506801.90	XP_813686
TcCLB.506803.14	XP_805227
TcCLB.506803.7	XP_805226
TcCLB.506805.20	XP_804318
TcCLB.506807.10	XP_806587
TcCLB.506807.20	XP_806588
TcCLB.506807.30	XP_806589
TcCLB.506807.39	XP_806590
TcCLB.506809.5	XP_803201
TcCLB.506811.10	XP_818198
TcCLB.506811.100	XP_818207
TcCLB.506811.110	XP_818208
TcCLB.506811.120	XP_818209
TcCLB.506811.140	XP_818210
TcCLB.506811.150	XP_818211
TcCLB.506811.160	XP_818212
TcCLB.506811.170	XP_818213
TcCLB.506811.180	XP_818214
TcCLB.506811.190	XP_818215
TcCLB.506811.20	XP_818199
TcCLB.506811.200	XP_818216
TcCLB.506811.210	XP_818217
TcCLB.506811.220	XP_818218
TcCLB.506811.30	XP_818200
TcCLB.506811.40	XP_818201
TcCLB.506811.50	XP_818202
TcCLB.506811.60	XP_818203
TcCLB.506811.70	XP_818204
TcCLB.506811.80	XP_818205
TcCLB.506811.90	XP_818206
TcCLB.506813.10	XP_819339
TcCLB.506813.140	XP_819342
TcCLB.506813.190	XP_819343
TcCLB.506813.220	XP_819344
TcCLB.506813.29	XP_819345
TcCLB.506813.5	XP_819347
TcCLB.506813.50	XP_819340
TcCLB.506813.74	XP_819346
TcCLB.506813.80	XP_819341
TcCLB.506815.30	XP_806032
TcCLB.506815.40	XP_806033
TcCLB.506815.50	XP_806034
TcCLB.506815.60	XP_806035
TcCLB.506817.10	XP_809802
TcCLB.506817.20	XP_809803
TcCLB.506817.30	XP_809804
TcCLB.506817.40	XP_809805
TcCLB.506817.50	XP_809806
TcCLB.506817.60	XP_809807
TcCLB.506817.70	XP_809808
TcCLB.506817.79	XP_809809
TcCLB.506819.10	XP_804694
TcCLB.506819.20	XP_804695
TcCLB.506819.30	XP_804696
TcCLB.506819.40	XP_804697
TcCLB.506819.49	XP_804698
TcCLB.506821.10	XP_815977
TcCLB.506821.100	XP_815983
TcCLB.506821.110	XP_815984
TcCLB.506821.120	XP_815985
TcCLB.506821.130	XP_815986
TcCLB.506821.140	XP_815987
TcCLB.506821.150	XP_815988
TcCLB.506821.160	XP_815989
TcCLB.506821.170	XP_815990
TcCLB.506821.180	XP_815991
TcCLB.506821.190	XP_815992
TcCLB.506821.200	XP_815993
TcCLB.506821.210	XP_815994
TcCLB.506821.30	XP_815978
TcCLB.506821.50	XP_815979
TcCLB.506821.60	XP_815980
TcCLB.506821.80	XP_815981
TcCLB.506821.90	XP_815982
TcCLB.506823.100	XP_810976
TcCLB.506825.10	XP_819743
TcCLB.506825.100	XP_819752
TcCLB.506825.120	XP_819753
TcCLB.506825.130	XP_819754
TcCLB.506825.140	XP_819755
TcCLB.506825.150	XP_819756
TcCLB.506825.160	XP_819757
TcCLB.506825.170	XP_819758
TcCLB.506825.180	XP_819759
TcCLB.506825.190	XP_819760
TcCLB.506825.20	XP_819744
TcCLB.506825.200	XP_819761
TcCLB.506825.210	XP_819762
TcCLB.506825.219	XP_819764
TcCLB.506825.230	XP_819763
TcCLB.506825.24	XP_819765
TcCLB.506825.30	XP_819745
TcCLB.506825.40	XP_819746
TcCLB.506825.50	XP_819747
TcCLB.506825.60	XP_819748
TcCLB.506825.70	XP_819749
TcCLB.506825.80	XP_819750
TcCLB.506825.90	XP_819751
TcCLB.506829.10	XP_812344
TcCLB.506829.100	XP_812351
TcCLB.506829.110	XP_812352
TcCLB.506829.20	XP_812345
TcCLB.506829.30	XP_812346
TcCLB.506829.39	XP_812353
TcCLB.506829.5	XP_812354
TcCLB.506829.50	XP_812347
